,Item,Condition,Condition code,Scenario,Modified,First_mention,Recent_mention,prior_mentions_start,prior_mentions_end,num_sentences
131,7,3,FB-C,"Margaret passed by the hall. Margaret washed her favourite shirt and hung it out to dry in the garden.  While Margaret was at work, Russell moved the shirt to the hall. When Margaret wanted to find the shirt she looked in the garden.",Yes,End,End,1,2,4
132,7,3,FB-C,"Margaret passed by the garden. Margaret washed her favourite shirt and hung it out to dry in the garden.  While Margaret was at work, Russell moved the shirt to the hall. When Margaret wanted to find the shirt she looked in the garden.",Yes,Start,End,2,1,4
133,7,3,FB-C,"Margaret washed her favourite shirt and hung it out to dry in the garden.  While Margaret was at work, Russell moved the shirt to the hall. Margaret was near the garden. When Margaret wanted to find the shirt she looked in the garden.",Yes,Start,Start,2,1,4
134,7,3,FB-C,"Margaret washed her favourite shirt and hung it out to dry in the garden.  While Margaret was at work, Russell moved the shirt to the hall. Margaret was near the hall. When Margaret wanted to find the shirt she looked in the garden.",Yes,Start,End,1,2,4
135,7,4,FB-IC,"Margaret washed her favourite shirt and hung it out to dry in the garden.  While Margaret was at work, Russell moved the shirt to the hall. When Margaret wanted to find the shirt she looked in the hall.",No,Start,End,1,1,3
136,7,4,FB-IC,"Margaret passed by the hall. Margaret washed her favourite shirt and hung it out to dry in the garden.  While Margaret was at work, Russell moved the shirt to the hall. When Margaret wanted to find the shirt she looked in the hall.",Yes,End,End,1,2,4
137,7,4,FB-IC,"Margaret passed by the garden. Margaret washed her favourite shirt and hung it out to dry in the garden.  While Margaret was at work, Russell moved the shirt to the hall. When Margaret wanted to find the shirt she looked in the hall.",Yes,Start,End,2,1,4
138,7,4,FB-IC,"Margaret washed her favourite shirt and hung it out to dry in the garden.  While Margaret was at work, Russell moved the shirt to the hall. Margaret was near the garden. When Margaret wanted to find the shirt she looked in the hall.",Yes,Start,Start,2,1,4
139,7,4,FB-IC,"Margaret washed her favourite shirt and hung it out to dry in the garden.  While Margaret was at work, Russell moved the shirt to the hall. Margaret was near the hall. When Margaret wanted to find the shirt she looked in the hall.",Yes,Start,End,1,2,4
140,8,1,TB-C,"Julie entered the classroom and put her finished homework in her drawer.  Later, Julie spotted Maxine move the homework to her bag. When Julie wanted to check her homework she looked in the bag.",No,Start,End,1,1,3
141,8,1,TB-C,"Julie passed by the bag. Julie entered the classroom and put her finished homework in her drawer.  Later, Julie spotted Maxine move the homework to her bag. When Julie wanted to check her homework she looked in the bag.",Yes,End,End,1,2,4
142,8,1,TB-C,"Julie passed by the drawer. Julie entered the classroom and put her finished homework in her drawer.  Later, Julie spotted Maxine move the homework to her bag. When Julie wanted to check her homework she looked in the bag.",Yes,Start,End,2,1,4
143,8,1,TB-C,"Julie entered the classroom and put her finished homework in her drawer.  Later, Julie spotted Maxine move the homework to her bag. Julie was near the drawer. When Julie wanted to check her homework she looked in the bag.",Yes,Start,Start,2,1,4
144,8,1,TB-C,"Julie entered the classroom and put her finished homework in her drawer.  Later, Julie spotted Maxine move the homework to her bag. Julie was near the bag. When Julie wanted to check her homework she looked in the bag.",Yes,Start,End,1,2,4
145,8,2,TB-IC,"Julie entered the classroom and put her finished homework in her drawer.  Later, Julie spotted Maxine move the homework to her bag. When Julie wanted to check her homework she looked in the drawer.",No,Start,End,1,1,3
146,8,2,TB-IC,"Julie passed by the bag. Julie entered the classroom and put her finished homework in her drawer.  Later, Julie spotted Maxine move the homework to her bag. When Julie wanted to check her homework she looked in the drawer.",Yes,End,End,1,2,4
147,8,2,TB-IC,"Julie passed by the drawer. Julie entered the classroom and put her finished homework in her drawer.  Later, Julie spotted Maxine move the homework to her bag. When Julie wanted to check her homework she looked in the drawer.",Yes,Start,End,2,1,4
148,8,2,TB-IC,"Julie entered the classroom and put her finished homework in her drawer.  Later, Julie spotted Maxine move the homework to her bag. Julie was near the drawer. When Julie wanted to check her homework she looked in the drawer.",Yes,Start,Start,2,1,4
149,8,2,TB-IC,"Julie entered the classroom and put her finished homework in her drawer.  Later, Julie spotted Maxine move the homework to her bag. Julie was near the bag. When Julie wanted to check her homework she looked in the drawer.",Yes,Start,End,1,2,4
150,8,3,FB-C,"Julie entered the classroom and put her finished homework in her drawer.  While Julie was distracted, Maxine jokingly moved the homework to her bag. When Julie wanted to check her homework she looked in the drawer.",No,Start,End,1,1,3
151,8,3,FB-C,"Julie passed by the bag. Julie entered the classroom and put her finished homework in her drawer.  While Julie was distracted, Maxine jokingly moved the homework to her bag. When Julie wanted to check her homework she looked in the drawer.",Yes,End,End,1,2,4
152,8,3,FB-C,"Julie passed by the drawer. Julie entered the classroom and put her finished homework in her drawer.  While Julie was distracted, Maxine jokingly moved the homework to her bag. When Julie wanted to check her homework she looked in the drawer.",Yes,Start,End,2,1,4
153,8,3,FB-C,"Julie entered the classroom and put her finished homework in her drawer.  While Julie was distracted, Maxine jokingly moved the homework to her bag. Julie was near the drawer. When Julie wanted to check her homework she looked in the drawer.",Yes,Start,Start,2,1,4
154,8,3,FB-C,"Julie entered the classroom and put her finished homework in her drawer.  While Julie was distracted, Maxine jokingly moved the homework to her bag. Julie was near the bag. When Julie wanted to check her homework she looked in the drawer.",Yes,Start,End,1,2,4
155,8,4,FB-IC,"Julie entered the classroom and put her finished homework in her drawer.  While Julie was distracted, Maxine jokingly moved the homework to her bag. When Julie wanted to check her homework she looked in the bag.",No,Start,End,1,1,3
156,8,4,FB-IC,"Julie passed by the bag. Julie entered the classroom and put her finished homework in her drawer.  While Julie was distracted, Maxine jokingly moved the homework to her bag. When Julie wanted to check her homework she looked in the bag.",Yes,End,End,1,2,4
157,8,4,FB-IC,"Julie passed by the drawer. Julie entered the classroom and put her finished homework in her drawer.  While Julie was distracted, Maxine jokingly moved the homework to her bag. When Julie wanted to check her homework she looked in the bag.",Yes,Start,End,2,1,4
158,8,4,FB-IC,"Julie entered the classroom and put her finished homework in her drawer.  While Julie was distracted, Maxine jokingly moved the homework to her bag. Julie was near the drawer. When Julie wanted to check her homework she looked in the bag.",Yes,Start,Start,2,1,4
159,8,4,FB-IC,"Julie entered the classroom and put her finished homework in her drawer.  While Julie was distracted, Maxine jokingly moved the homework to her bag. Julie was near the bag. When Julie wanted to check her homework she looked in the bag.",Yes,Start,End,1,2,4
160,9,1,TB-C,"Max made a cup of tea and left it to cool in the kitchen.  Later, Max spotted Sarah move the cup of tea to the lounge. When Max wanted to drink his cup of tea he looked in the lounge.",No,Start,End,1,1,3
161,9,1,TB-C,"Max passed by the lounge. Max made a cup of tea and left it to cool in the kitchen.  Later, Max spotted Sarah move the cup of tea to the lounge. When Max wanted to drink his cup of tea he looked in the lounge.",Yes,End,End,1,2,4
162,9,1,TB-C,"Max passed by the kitchen. Max made a cup of tea and left it to cool in the kitchen.  Later, Max spotted Sarah move the cup of tea to the lounge. When Max wanted to drink his cup of tea he looked in the lounge.",Yes,Start,End,2,1,4
163,9,1,TB-C,"Max made a cup of tea and left it to cool in the kitchen.  Later, Max spotted Sarah move the cup of tea to the lounge. Max was near the kitchen. When Max wanted to drink his cup of tea he looked in the lounge.",Yes,Start,Start,2,1,4
164,9,1,TB-C,"Max made a cup of tea and left it to cool in the kitchen.  Later, Max spotted Sarah move the cup of tea to the lounge. Max was near the lounge. When Max wanted to drink his cup of tea he looked in the lounge.",Yes,Start,End,1,2,4
165,9,2,TB-IC,"Max made a cup of tea and left it to cool in the kitchen.  Later, Max spotted Sarah move the cup of tea to the lounge. When Max wanted to drink his cup of tea he looked in the kitchen.",No,Start,End,1,1,3
166,9,2,TB-IC,"Max passed by the lounge. Max made a cup of tea and left it to cool in the kitchen.  Later, Max spotted Sarah move the cup of tea to the lounge. When Max wanted to drink his cup of tea he looked in the kitchen.",Yes,End,End,1,2,4
167,9,2,TB-IC,"Max passed by the kitchen. Max made a cup of tea and left it to cool in the kitchen.  Later, Max spotted Sarah move the cup of tea to the lounge. When Max wanted to drink his cup of tea he looked in the kitchen.",Yes,Start,End,2,1,4
168,9,2,TB-IC,"Max made a cup of tea and left it to cool in the kitchen.  Later, Max spotted Sarah move the cup of tea to the lounge. Max was near the kitchen. When Max wanted to drink his cup of tea he looked in the kitchen.",Yes,Start,Start,2,1,4
169,9,2,TB-IC,"Max made a cup of tea and left it to cool in the kitchen.  Later, Max spotted Sarah move the cup of tea to the lounge. Max was near the lounge. When Max wanted to drink his cup of tea he looked in the kitchen.",Yes,Start,End,1,2,4
170,9,3,FB-C,"Max made a cup of tea and left it to cool in the kitchen.  While Max was in the toilet, Sarah moved the cup of tea to the lounge. When Max wanted to drink his cup of tea he looked in the kitchen.",No,Start,End,1,1,3
171,9,3,FB-C,"Max passed by the lounge. Max made a cup of tea and left it to cool in the kitchen.  While Max was in the toilet, Sarah moved the cup of tea to the lounge. When Max wanted to drink his cup of tea he looked in the kitchen.",Yes,End,End,1,2,4
172,9,3,FB-C,"Max passed by the kitchen. Max made a cup of tea and left it to cool in the kitchen.  While Max was in the toilet, Sarah moved the cup of tea to the lounge. When Max wanted to drink his cup of tea he looked in the kitchen.",Yes,Start,End,2,1,4
173,9,3,FB-C,"Max made a cup of tea and left it to cool in the kitchen.  While Max was in the toilet, Sarah moved the cup of tea to the lounge. Max was near the kitchen. When Max wanted to drink his cup of tea he looked in the kitchen.",Yes,Start,Start,2,1,4
174,9,3,FB-C,"Max made a cup of tea and left it to cool in the kitchen.  While Max was in the toilet, Sarah moved the cup of tea to the lounge. Max was near the lounge. When Max wanted to drink his cup of tea he looked in the kitchen.",Yes,Start,End,1,2,4
175,9,4,FB-IC,"Max made a cup of tea and left it to cool in the kitchen.  While Max was in the toilet, Sarah moved the cup of tea to the lounge. When Max wanted to drink his cup of tea he looked in the lounge.",No,Start,End,1,1,3
176,9,4,FB-IC,"Max passed by the lounge. Max made a cup of tea and left it to cool in the kitchen.  While Max was in the toilet, Sarah moved the cup of tea to the lounge. When Max wanted to drink his cup of tea he looked in the lounge.",Yes,End,End,1,2,4
177,9,4,FB-IC,"Max passed by the kitchen. Max made a cup of tea and left it to cool in the kitchen.  While Max was in the toilet, Sarah moved the cup of tea to the lounge. When Max wanted to drink his cup of tea he looked in the lounge.",Yes,Start,End,2,1,4
178,9,4,FB-IC,"Max made a cup of tea and left it to cool in the kitchen.  While Max was in the toilet, Sarah moved the cup of tea to the lounge. Max was near the kitchen. When Max wanted to drink his cup of tea he looked in the lounge.",Yes,Start,Start,2,1,4
