,Item,Condition,Condition code,Scenario,probability,belief,consistency,final_word,masked_passages
77,20,2,TB-IC,"Laura left the hostel for breakfast and left her rucksack in the hostel dorm.  Later, Laura saw the cleaner move the rucksack to reception. When Laura wanted to collect her rucksack she looked in the dorm.",0.006668929476290939,TB,IC,dorm,"Laura left the hostel for breakfast and left her rucksack in the hostel dorm.  Later, Laura saw the cleaner move the rucksack to reception. When Laura wanted to collect her rucksack she looked in the [MASK] ."
78,20,3,FB-C,"Laura left the hostel for breakfast and left her rucksack in the hostel dorm.  While Laura was out, the cleaner moved the rucksack to reception. When Laura wanted to collect her rucksack she looked in the dorm.",0.0006359858671203257,FB,C,dorm,"Laura left the hostel for breakfast and left her rucksack in the hostel dorm.  While Laura was out, the cleaner moved the rucksack to reception. When Laura wanted to collect her rucksack she looked in the [MASK] ."
79,20,4,FB-IC,"Laura left the hostel for breakfast and left her rucksack in the hostel dorm.  While Laura was out, the cleaner moved the rucksack to reception. When Laura wanted to collect her rucksack she looked in the reception.",3.733964695129544e-05,FB,IC,reception,"Laura left the hostel for breakfast and left her rucksack in the hostel dorm.  While Laura was out, the cleaner moved the rucksack to reception. When Laura wanted to collect her rucksack she looked in the [MASK] ."
80,21,1,TB-C,"Gillian cooked a casserole and left it to cool down in the oven.  Later, Gillian spotted Mark move the casserole to the fridge. When Gillian wanted to eat the casserole she looked in the fridge.",0.3628478348255158,TB,C,fridge,"Gillian cooked a casserole and left it to cool down in the oven.  Later, Gillian spotted Mark move the casserole to the fridge. When Gillian wanted to eat the casserole she looked in the [MASK] ."
81,21,2,TB-IC,"Gillian cooked a casserole and left it to cool down in the oven.  Later, Gillian spotted Mark move the casserole to the fridge. When Gillian wanted to eat the casserole she looked in the oven.",0.0385364443063736,TB,IC,oven,"Gillian cooked a casserole and left it to cool down in the oven.  Later, Gillian spotted Mark move the casserole to the fridge. When Gillian wanted to eat the casserole she looked in the [MASK] ."
82,21,3,FB-C,"Gillian cooked a casserole and left it to cool down in the oven.  While Gillian was not looking, Mark moved the casserole to the fridge. When Gillian wanted to eat the casserole she looked in the oven.",0.1389210820198059,FB,C,oven,"Gillian cooked a casserole and left it to cool down in the oven.  While Gillian was not looking, Mark moved the casserole to the fridge. When Gillian wanted to eat the casserole she looked in the [MASK] ."
83,21,4,FB-IC,"Gillian cooked a casserole and left it to cool down in the oven.  While Gillian was not looking, Mark moved the casserole to the fridge. When Gillian wanted to eat the casserole she looked in the fridge.",0.6552945971488953,FB,IC,fridge,"Gillian cooked a casserole and left it to cool down in the oven.  While Gillian was not looking, Mark moved the casserole to the fridge. When Gillian wanted to eat the casserole she looked in the [MASK] ."
84,22,1,TB-C,"Alice set up the new computer in the kitchen.  Later, Alice noticed Adam move the computer to the bedroom. When Alice wanted to use the computer she looked in the bedroom.",0.014566207304596906,TB,C,bedroom,"Alice set up the new computer in the kitchen.  Later, Alice noticed Adam move the computer to the bedroom. When Alice wanted to use the computer she looked in the [MASK] ."
85,22,2,TB-IC,"Alice set up the new computer in the kitchen.  Later, Alice noticed Adam move the computer to the bedroom. When Alice wanted to use the computer she looked in the kitchen.",0.21253660321235657,TB,IC,kitchen,"Alice set up the new computer in the kitchen.  Later, Alice noticed Adam move the computer to the bedroom. When Alice wanted to use the computer she looked in the [MASK] ."
86,22,3,FB-C,"Alice set up the new computer in the kitchen.  While Alice was out, Adam moved the computer to the bedroom. When Alice wanted to use the computer she looked in the kitchen.",0.03247221186757088,FB,C,kitchen,"Alice set up the new computer in the kitchen.  While Alice was out, Adam moved the computer to the bedroom. When Alice wanted to use the computer she looked in the [MASK] ."
87,22,4,FB-IC,"Alice set up the new computer in the kitchen.  While Alice was out, Adam moved the computer to the bedroom. When Alice wanted to use the computer she looked in the bedroom.",0.010445623658597468,FB,IC,bedroom,"Alice set up the new computer in the kitchen.  While Alice was out, Adam moved the computer to the bedroom. When Alice wanted to use the computer she looked in the [MASK] ."
88,23,1,TB-C,"Tony bought his Oasis concert tickets into work and put them in his desk drawer.  Later, Tony spotted Gary move the tickets to the bin. When Tony wanted to examine the tickets he looked in the bin.",0.8399593234062195,TB,C,bin,"Tony bought his Oasis concert tickets into work and put them in his desk drawer.  Later, Tony spotted Gary move the tickets to the bin. When Tony wanted to examine the tickets he looked in the [MASK] ."
89,23,2,TB-IC,"Tony bought his Oasis concert tickets into work and put them in his desk drawer.  Later, Tony spotted Gary move the tickets to the bin. When Tony wanted to examine the tickets he looked in the drawer.",0.0006131873233243824,TB,IC,drawer,"Tony bought his Oasis concert tickets into work and put them in his desk drawer.  Later, Tony spotted Gary move the tickets to the bin. When Tony wanted to examine the tickets he looked in the [MASK] ."
90,23,3,FB-C,"Tony bought his Oasis concert tickets into work and put them in his desk drawer.  While Tony was away, Gary moved the tickets to the bin. When Tony wanted to examine the tickets he looked in the drawer.",0.00020031377789564425,FB,C,drawer,"Tony bought his Oasis concert tickets into work and put them in his desk drawer.  While Tony was away, Gary moved the tickets to the bin. When Tony wanted to examine the tickets he looked in the [MASK] ."
91,23,4,FB-IC,"Tony bought his Oasis concert tickets into work and put them in his desk drawer.  While Tony was away, Gary moved the tickets to the bin. When Tony wanted to examine the tickets he looked in the bin.",0.9560680389404297,FB,IC,bin,"Tony bought his Oasis concert tickets into work and put them in his desk drawer.  While Tony was away, Gary moved the tickets to the bin. When Tony wanted to examine the tickets he looked in the [MASK] ."
92,24,1,TB-C,"Mum baked cakes for the birthday party and put them in the cupboard.  Later, Mum watched Dennis move the cakes to the marquee. When Mum wanted to taste a cake she looked in the marquee.",1.2855268778366735e-06,TB,C,marquee,"Mum baked cakes for the birthday party and put them in the cupboard.  Later, Mum watched Dennis move the cakes to the marquee. When Mum wanted to taste a cake she looked in the [MASK] ."
93,24,2,TB-IC,"Mum baked cakes for the birthday party and put them in the cupboard.  Later, Mum watched Dennis move the cakes to the marquee. When Mum wanted to taste a cake she looked in the cupboard.",0.7814945578575134,TB,IC,cupboard,"Mum baked cakes for the birthday party and put them in the cupboard.  Later, Mum watched Dennis move the cakes to the marquee. When Mum wanted to taste a cake she looked in the [MASK] ."
94,24,3,FB-C,"Mum baked cakes for the birthday party and put them in the cupboard.  While Mum was showering, Dennis moved the cakes to the marquee. When Mum wanted to taste a cake she looked in the cupboard.",0.7137085199356079,FB,C,cupboard,"Mum baked cakes for the birthday party and put them in the cupboard.  While Mum was showering, Dennis moved the cakes to the marquee. When Mum wanted to taste a cake she looked in the [MASK] ."
95,24,4,FB-IC,"Mum baked cakes for the birthday party and put them in the cupboard.  While Mum was showering, Dennis moved the cakes to the marquee. When Mum wanted to taste a cake she looked in the marquee.",1.9176263776898846e-06,FB,IC,marquee,"Mum baked cakes for the birthday party and put them in the cupboard.  While Mum was showering, Dennis moved the cakes to the marquee. When Mum wanted to taste a cake she looked in the [MASK] ."
96,25,1,TB-C,"Dennis bought the Christening present and hid it in the drawer.  Later, Dennis watched Chloe move the present to her handbag. When Dennis wanted to check the present he looked in the handbag.",3.944193395000181e-06,TB,C,handbag,"Dennis bought the Christening present and hid it in the drawer.  Later, Dennis watched Chloe move the present to her handbag. When Dennis wanted to check the present he looked in the [MASK] ."
97,25,2,TB-IC,"Dennis bought the Christening present and hid it in the drawer.  Later, Dennis watched Chloe move the present to her handbag. When Dennis wanted to check the present he looked in the drawer.",0.48923254013061523,TB,IC,drawer,"Dennis bought the Christening present and hid it in the drawer.  Later, Dennis watched Chloe move the present to her handbag. When Dennis wanted to check the present he looked in the [MASK] ."
98,25,3,FB-C,"Dennis bought the Christening present and hid it in the drawer.  While Dennis was gardening, Chloe moved the present to her handbag. When Dennis wanted to check the present he looked in the drawer.",0.18847689032554626,FB,C,drawer,"Dennis bought the Christening present and hid it in the drawer.  While Dennis was gardening, Chloe moved the present to her handbag. When Dennis wanted to check the present he looked in the [MASK] ."
99,25,4,FB-IC,"Dennis bought the Christening present and hid it in the drawer.  While Dennis was gardening, Chloe moved the present to her handbag. When Dennis wanted to check the present he looked in the handbag.",4.092332346772311e-06,FB,IC,handbag,"Dennis bought the Christening present and hid it in the drawer.  While Dennis was gardening, Chloe moved the present to her handbag. When Dennis wanted to check the present he looked in the [MASK] ."
100,26,1,TB-C,"Janis promised Stephen that so she would leave his book in her desk drawer.  Later, Stephen noticed that Janis had left the book in her car. When Stephen wanted to collect the book he looked in the car.",0.004294962622225284,TB,C,car,"Janis promised Stephen that so she would leave his book in her desk drawer.  Later, Stephen noticed that Janis had left the book in her car. When Stephen wanted to collect the book he looked in the [MASK] ."
